movieId,title,overview,poster_path
217,Indiana Jones and the Kingdom of the Crystal Skull,"Set during the Cold War, the Soviets—led by sword-wielding Irina Spalko—are in search of a crystal skull which has supernatural powers related to a mystical Lost City of Gold. Indy is coerced to head to Peru at the behest of a young man whose friend—and Indy's colleague—Professor Oxley has been captured for his knowledge of the skull's whereabouts.",http://image.tmdb.org/t/p/w500//56As6XEM1flWvprX4LgkPl8ii4K.jpg
218,The Terminator,"In the post-apocalyptic future, reigning tyrannical supercomputers teleport a cyborg assassin known as the ""Terminator"" back to 1984 to kill Sarah Connor, whose unborn son is destined to lead insurgents against 21st century mechanical hegemony. Meanwhile, the human-resistance movement dispatches a lone warrior to safeguard Sarah. Can he stop the virtually indestructible killing machine?",http://image.tmdb.org/t/p/w500//qvktm0BHcnmDpul4Hz01GIazWPr.jpg
219,Volver,"While a woman attempts to cover up her daughter's murder and reinvent her life, her sister is visited by their mother, who was thought to have died.",http://image.tmdb.org/t/p/w500//ljRPzuI1xybiFUGU1uCRdx68h0K.jpg
220,East of Eden,"In the Salinas Valley in and around World War I, Cal Trask feels he must compete against overwhelming odds with his brother for the love of their father. Cal is frustrated at every turn, from his reaction to the war, how to get ahead in business and in life, and how to relate to his estranged mother.",http://image.tmdb.org/t/p/w500//xv1MZVIop0SQqwLUymgE5eb2LFl.jpg
221,Rebel Without a Cause,"After moving to a new town, troublemaking teen Jim Stark is supposed to have a clean slate, although being the new kid in town brings its own problems. While searching for some stability, Stark forms a bond with a disturbed classmate, Plato, and falls for local girl Judy. However, Judy is the girlfriend of neighborhood tough, Buzz. When Buzz violently confronts Jim and challenges him to a drag race, the new kid's real troubles begin.",http://image.tmdb.org/t/p/w500//n0oJB5fhcUth9ZbHziwsFuR38gT.jpg
222,Berlin: Symphony of a Great City,"A day in the city of Berlin, which experienced an industrial boom in the 1920s, and still provides an insight into the living and working conditions at that time. Germany had just recovered a little from the worst consequences of the First World War, the great economic crisis was still a few years away and Hitler was not yet an issue at the time.",http://image.tmdb.org/t/p/w500//vXP4dGNaxeGg1Z3qeduRzSvJ6z4.jpg
223,Rebecca,"Story of a young woman who marries a fascinating widower only to find out that she must live in the shadow of his former wife, Rebecca, who died mysteriously several years earlier. The young wife must come to grips with the terrible secret of her handsome, cold husband, Max De Winter. She must also deal with the jealous, obsessed Mrs. Danvers, the housekeeper, who will not accept her as the mistress of the house.",http://image.tmdb.org/t/p/w500//1qz3qUOHnVy7dL7M7G8jSErxE4b.jpg
224,Man of Marble,"A young Polish filmmaker sets out to find out what happened to Mateusz Birkut, a bricklayer who became a propaganda hero in the 1950s but later fell out of favor and disappeared.",http://image.tmdb.org/t/p/w500//dQWfBHQmdQbcUAeyr0VS1j19uto.jpg
225,Man of Iron,"In Warsaw in 1980, the Communist Party sends disgruntled radio reporter Winkel to Gdańsk to dig up dirt on the shipyard strikers - particularly on Maciek Tomczyk, an independent labour union leader whose father was killed in the December 1970 protests. Posing as sympathetic, Winkel interviews the people surrounding Tomczyk, including his detained wife, Agnieszka.",http://image.tmdb.org/t/p/w500//22wNUqKyz2m6wzAt31f26H8Y433.jpg
226,Boys Don't Cry,A young transgender man explores his gender identity and searches for love in rural Nebraska.,http://image.tmdb.org/t/p/w500//nKXTgbruSrezC1tAeKB6Ri7cGkK.jpg
227,The Outsiders,"When two poor Greasers, Johnny and Ponyboy, are assaulted by a vicious gang, the Socs, and Johnny kills one of the attackers, tension begins to mount between the two rival gangs, setting off a turbulent chain of events.",http://image.tmdb.org/t/p/w500//iwbbE0xiOuflxE99gESWC2b5Ohc.jpg
228,The Blue Angel,"Prim professor Immanuel Rath finds some of his students ogling racy photos of cabaret performer Lola Lola and visits a local club, The Blue Angel, in an attempt to catch them there. Seeing Lola perform, the teacher is filled with lust, eventually resigning his position at the school to marry the young woman. However, his marriage to a coquette -- whose job is to entice men -- proves to be more difficult than Rath imagined.",http://image.tmdb.org/t/p/w500//3FStCU5ipNGmwASfHVP282IO39z.jpg
229,Bride of Frankenstein,"Dr. Frankenstein and his monster both turn out to be alive, not killed as previously believed. Dr. Frankenstein wants to get out of the evil experiment business, but when a mad scientist, Dr. Pretorius, kidnaps his wife, Dr. Frankenstein agrees to help him create a new creature.",http://image.tmdb.org/t/p/w500//5241zUwe7rC17MNc2QpCBKKdp1N.jpg
231,Syriana,"The Middle Eastern oil industry is the backdrop of this tense drama, which weaves together numerous story lines. Bennett Holiday is an American lawyer in charge of facilitating a dubious merger of oil companies, while Bryan Woodman, a Switzerland-based energy analyst, experiences both personal tragedy and opportunity during a visit with Arabian royalty. Meanwhile, veteran CIA agent Bob Barnes uncovers an assassination plot with unsettling origins.",http://image.tmdb.org/t/p/w500//2Ze0aBysu7uGK10cDIwTyyJwaoR.jpg
232,Rumble Fish,"Rusty James, an absent-minded street thug, struggles to live up to his legendary older brother's reputation and longs for the days when gang warfare was going on.",http://image.tmdb.org/t/p/w500//nwIUWs7cexC8Wk9c6ey8nFltAZd.jpg
233,The Wanderers,The streets of the Bronx are owned by '60s youth gangs where the joy and pain of adolescence is lived. Philip Kaufman tells his take on the novel by Richard Price about the history of the Italian-American gang ‘The Wanderers.’,http://image.tmdb.org/t/p/w500//7WWYkS1jl6oa0xGCh10QHGIhO7l.jpg
234,The Cabinet of Dr. Caligari,"Francis, a young man, recalls in his memory the horrible experiences he and his fiancée Jane recently went through. Francis and his friend Alan visit The Cabinet of Dr. Caligari, an exhibit where the mysterious doctor shows the somnambulist Cesare, and awakens him for some moments from his death-like sleep.",http://image.tmdb.org/t/p/w500//myK9DeIsXWGKgUTZyGXg2IfFk0W.jpg
235,Stand by Me,"After learning that a boy their age has been accidentally killed near their rural homes, four Oregon boys decide to go see the body. On the way, Gordie,  Vern, Chris and Teddy encounter a mean junk man and a marsh full of leeches, as they also learn more about one another and their very different home lives. Just a lark at first, the boys' adventure evolves into a defining event in their lives.",http://image.tmdb.org/t/p/w500//vz0w9BSehcqjDcJOjRaCk7fgJe7.jpg
236,Muriel's Wedding,"A young social outcast in Australia steals money from her parents to finance a vacation where she hopes to find happiness, and perhaps love.",http://image.tmdb.org/t/p/w500//zJyTr8Fo412a2OIfJGXTRAm4IwX.jpg
237,Young Adam,A young drifter working on a river barge disrupts his employers' lives while hiding the fact that he knows more about a dead woman found in the river than he admits.,http://image.tmdb.org/t/p/w500//rU5GJ5r4tQbSx9C2ENKbPkD6nr9.jpg
238,The Godfather,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",http://image.tmdb.org/t/p/w500//3bhkrj58Vtu7enYsRolD1fZdja1.jpg
239,Some Like It Hot,"Two musicians witness a mob hit and struggle to find a way out of the city before they are found by the gangsters. Their only opportunity is to join an all-girl band as they leave on a tour. To make their getaway they must first disguise themselves as women, then keep their identities secret and deal with the problems this brings - such as an attractive bandmate and a very determined suitor.",http://image.tmdb.org/t/p/w500//hVIKyTK13AvOGv7ICmJjK44DTzp.jpg
240,The Godfather Part II,"In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba.",http://image.tmdb.org/t/p/w500//hek3koDUyRQk7FIhPXsa6mT2Zc3.jpg
241,Natural Born Killers,Two victims of traumatized childhoods become lovers and serial murderers irresponsibly glorified by the mass media.,http://image.tmdb.org/t/p/w500//fEKZwT91gxvkAoyPgpNXo8W5fu0.jpg
242,The Godfather Part III,"In the midst of trying to legitimize his business dealings in 1979 New York and Italy, aging mafia don, Michael Corleone seeks forgiveness for his sins while taking a young protege under his wing.",http://image.tmdb.org/t/p/w500//lm3pQ2QoQ16pextRsmnUbG2onES.jpg
243,High Fidelity,"When record store owner and compulsive list-compiler Rob Gordon gets dumped by his long-time girlfriend, Laura, because he hasn't changed since they met, he revisits his top five breakups of all time in order to figure out what went wrong. As he examines his failed attempts at romance and happiness, the process finds him being dragged, kicking and screaming, into adulthood.",http://image.tmdb.org/t/p/w500//e2LZGB62GMhv3Fo8tDZjY87I81a.jpg
244,King Kong,"Adventurous filmmaker Carl Denham sets out to produce a motion picture unlike anything the world has seen before. Alongside his leading lady Ann Darrow and his first mate Jack Driscoll, they arrive on an island and discover a legendary creature said to be neither beast nor man. Denham captures the monster to be displayed on Broadway as King Kong, the eighth wonder of the world.",http://image.tmdb.org/t/p/w500//lHlnxKL5GbgRibyRFI7n1Ey850i.jpg
245,About a Boy,"Will Freeman is a good-looking, smooth-talking bachelor whose primary goal in life is avoiding any kind of responsibility. But when he invents an imaginary son in order to meet attractive single moms, Will gets a hilarious lesson about life from a bright, but hopelessly geeky 12-year-old named Marcus. Now, as Will struggles to teach Marcus the art of being cool, Marcus teaches Will that you're never too old to grow up.",http://image.tmdb.org/t/p/w500//optezspqJjHI9WyC8brY96zbcdt.jpg
246,Zatoichi,"Blind traveler Zatoichi is a master swordsman and a masseur with a fondness for gambling on dice games. When he arrives in a village torn apart by warring gangs, he sets out to protect the townspeople.",http://image.tmdb.org/t/p/w500//iCIycswWbX1EDS6PYYBcR9ohrC.jpg
247,The Killing,"Career criminal Johnny Clay recruits a sharpshooter, a crooked police officer, a bartender and a betting teller named George, among others, for one last job before he goes straight and gets married. But when George tells his restless wife about the scheme to steal millions from the racetrack where he works, she hatches a plot of her own.",http://image.tmdb.org/t/p/w500//A6VzUPcADZGYdGHlVdWvpMNDF5d.jpg
248,Pocketful of Miracles,A New York gangster and his girlfriend attempt to turn street beggar Apple Annie into a society lady when the peddler learns her daughter is marrying royalty.,http://image.tmdb.org/t/p/w500//xjXwcGJjT5tE22wazQUYH32HwU8.jpg
249,The War of the Roses,"The Roses, Barbara and Oliver, live happily as a married couple. Then she starts to wonder what life would be like without Oliver, and likes what she sees. Both want to stay in the house, and so they begin a campaign to force each other to leave. In the middle of the fighting is D'Amato, the divorce lawyer. He gets to see how far both will go to get rid of the other, and boy do they go far.",http://image.tmdb.org/t/p/w500//k2l2df0XlY58wfr7a3RPJ59qmxl.jpg
250,In China They Eat Dogs,Arvid is an ordinary bank clerk who lives a rather unassuming life with his dear girlfriend. But his life is turned completely upside down when he bravely manages to avert a robbery against the bank where he works.,http://image.tmdb.org/t/p/w500//v78NxEyzsElWnwSvGWpvf2DCzP9.jpg
251,Ghost,"Even though Sam Wheat, the successful investment counsellor, still finds it difficult to express his deeper feelings for her after all these years, his young potter girlfriend, Molly Jensen, is the love of his life. However, a curious case of a systematic discrepancy will prepare the ground for a hideous urban homicide in one of Manhattan's dark alleys, trapping, seemingly forever, the unfortunate deceased's immortal soul in the realm of the mortals. With the condemned spirit unable to interact with the physical world--and as Molly's life, too, is in grave danger--Sam will have to turn to the spiritual medium, Oda Mae Brown, to warn and protect her. Can Oda and the ghost settle the unfinished business in time?",http://image.tmdb.org/t/p/w500//w9RaPHov8oM5cnzeE27isnFMsvS.jpg
252,Willy Wonka & the Chocolate Factory,"When eccentric candy man Willy Wonka promises a lifetime supply of sweets and a tour of his chocolate factory to five lucky kids, penniless Charlie Bucket seeks the golden ticket that will make him a winner.",http://image.tmdb.org/t/p/w500//xL2GISX0MODJfpHrMdLdZF6xWgW.jpg
253,Live and Let Die,James Bond must investigate a mysterious murder case of a British agent in New Orleans. Soon he finds himself up against a gangster boss named Mr. Big.,http://image.tmdb.org/t/p/w500//39qkrjqMZs6utwNmihVImC3ghas.jpg
254,King Kong,"In 1933 New York, an overly ambitious movie producer coerces his cast and hired ship crew to travel to mysterious Skull Island, where they encounter Kong, a giant ape who is immediately smitten with the leading lady.",http://image.tmdb.org/t/p/w500//6a2HY6UmD7XiDD3NokgaBAXEsD2.jpg
255,Stolen Kisses,"The third in a series of films featuring François Truffaut's alter-ego, Antoine Doinel, the story resumes with Antoine being discharged from military service. His sweetheart Christine's father lands Antoine a job as a security guard, which he promptly loses. Stumbling into a position assisting a private detective, Antoine falls for his employers' seductive wife, Fabienne, and finds that he must choose between the older woman and Christine.",http://image.tmdb.org/t/p/w500//5qHh1Vp2TOOX5IaTVt4wyT8OTnR.jpg
256,Antoine and Colette,"Now aged 17, Antoine Doinel works in a factory which makes records. At a music concert, he meets a girl his own age, Colette, and falls in love with her. Later, Antoine goes to extraordinary lengths to please his new girlfriend and her parents, but Colette still only regards him as a casual friend. First segment of “Love at Twenty” (1962).",http://image.tmdb.org/t/p/w500//nfP8J7pv75KOAliIM3RG7h6Zos5.jpg
257,Oliver Twist,"Oliver Twist the modern filmed version of Charles Dickens bestseller, a Roman Polanski adaptation. The classic Dickens tale, where an orphan meets a pickpocket on the streets of London. From there, he joins a household of boys who are trained to steal for their master.",http://image.tmdb.org/t/p/w500//zhPdYZ3x2uanhM1SyBj4CuL6hSa.jpg
258,Bed and Board,"Parisian everyman Antoine Doinel has married his sweetheart Christine Darbon, and the newlyweds have set up a cozy domestic life of selling flowers and giving violin lessons while Antoine fitfully works on his long-gestating novel. As Christine becomes pregnant with the couple's first child, Antoine finds himself enraptured with a young Japanese beauty. The complications change the course of their relationship forever.",http://image.tmdb.org/t/p/w500//s9R5wKbrB9SfOG1FzbICbOsssX8.jpg
259,Love on the Run,"Antoine is now 30, working as a proofreader and getting divorced from his wife. It's the first ""no-fault"" divorce in France and a media circus erupts, dredging up Antoine's past. Indecisive about his new love with a store clerk, he impulsively takes off with an old flame.",http://image.tmdb.org/t/p/w500//hEtuFlpeb5ZU5fa5klkKA5Q3G36.jpg
260,The 39 Steps,"Richard Hanney has a rude awakening when a glamorous female spy falls into his bed - with a knife in her back. Having a bit of trouble explaining it all to Scotland Yard, he heads for the hills of Scotland to try to clear his name by locating the spy ring known as The 39 Steps.",http://image.tmdb.org/t/p/w500//paI9Tmqm2cZG6xy4Tnjw3Ydjuw5.jpg
261,Cat on a Hot Tin Roof,"An alcoholic ex-football player drinks his days away, having failed to come to terms with his sexuality and his real feelings for his football buddy who died after an ambiguous accident. His wife is crucified by her desperation to make him desire her: but he resists the affections of his wife. His reunion with his father—who is dying of cancer—jogs a host of memories and revelations for both father and son.",http://image.tmdb.org/t/p/w500//vWf1AR8rC6WjGKELlmLv2VAUZJB.jpg
262,The King of Comedy,"Aspiring comic Rupert Pupkin attempts to achieve success in show business by stalking his idol, a late night talk-show host who craves his own privacy.",http://image.tmdb.org/t/p/w500//3BM78deUfeZfShqPTblZuamgC8a.jpg
265,Lili Marleen,"The story of a German singer named Willie who while working in Switzerland falls in love with a Jewish composer named Robert whose family is helping people to flee from the Nazis. Robert’s family is skeptical of Willie, thinking she could be a Nazi as she becomes famous for singing the song “Lili Marleen”.",http://image.tmdb.org/t/p/w500//gUlsnj1HSnJVljQrFrg3driO8tr.jpg
266,Contempt,"A philistine in the art film business, Jeremy Prokosch is a producer unhappy with the work of his director. Prokosch has hired Fritz Lang to direct an adaptation of ""The Odyssey,"" but when it seems that the legendary filmmaker is making a picture destined to bomb at the box office, he brings in a screenwriter to energize the script. The professional intersects with the personal when a rift develops between the writer and his wife.",http://image.tmdb.org/t/p/w500//kNElbRcp4Qz6wmJ9kH5vdY004Hq.jpg
267,Live Flesh,"After leaving jail, Víctor is still in love with Elena. But, she's married to the former cop-now basketball player-who became paralyzed by a shot from Víctor's gun.",http://image.tmdb.org/t/p/w500//7YPGYeamF6AuyxhKqbd5oNKKCCy.jpg
268,Batman,"Batman must face his most ruthless nemesis when a deformed madman calling himself ""The Joker"" seizes control of Gotham's criminal underworld.",http://image.tmdb.org/t/p/w500//cij4dd21v2Rk2YtUQbV5kW69WB2.jpg
269,Breathless,"A small-time thief steals a car and impulsively murders a motorcycle policeman. Wanted by the authorities, he attempts to persuade a girl to run away to Italy with him.",http://image.tmdb.org/t/p/w500//9Wx0Wdn2EOqeCZU4SP6tlS3LOml.jpg
270,Wir sagen Du! Schatz.,Oliver doesn’t have a family so he steals one.,http://image.tmdb.org/t/p/w500//le35Cod2vJWmWSbrUjeClZMC8JK.jpg
271,"Ronia, the Robber's Daughter","Ronia lives happily in her father's castle until she comes across a new playmate, Birk, in the nearby dark forest. The two explore the wilderness, braving dangerous Witchbirds and Rump-Gnomes. But when their families find out Birk and Ronia have been playing together, they forbid them to see each other again. Indeed, their fathers are competing robber chieftains and bitter enemies. Now the two spunky children must try to tear down the barriers that have kept their families apart for so long.",http://image.tmdb.org/t/p/w500//wJYkdYN4OzS5s9kiF4EtGvvnFm3.jpg
272,Batman Begins,"Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.",http://image.tmdb.org/t/p/w500//4MpN4kIEqUjW8OPtOQJXlTdHiJV.jpg
273,The White Sound,"Lukas, a young schizophrenic man, has to deal with a new town, a new relationship, and the paranoia in his head.",http://image.tmdb.org/t/p/w500//kYJLb69aANQhf6EvewCnKRpiJ5O.jpg
274,The Silence of the Lambs,"Clarice Starling is a top student at the FBI's training academy.  Jack Crawford wants Clarice to interview Dr. Hannibal Lecter, a brilliant psychiatrist who is also a violent psychopath, serving life behind bars for various acts of murder and cannibalism.  Crawford believes that Lecter may have insight into a case and that Starling, as an attractive young woman, may be just the bait to draw him out.",http://image.tmdb.org/t/p/w500//uS9m8OBk1A8eM9I042bx8XXpqAq.jpg
275,Fargo,"Jerry, a small-town Minnesota car salesman is bursting at the seams with debt... but he's got a plan. He's going to hire two thugs to kidnap his wife in a scheme to collect a hefty ransom from his wealthy father-in-law. It's going to be a snap and nobody's going to get hurt... until people start dying. Enter Police Chief Marge, a coffee-drinking, parka-wearing - and extremely pregnant - investigator who'll stop at nothing to get her man. And if you think her small-time investigative skills will give the crooks a run for their ransom... you betcha!",http://image.tmdb.org/t/p/w500//rt7cpEr1uP6RTZykBFhBTcRaKvG.jpg
276,The Edukators,Three activists cobble together a kidnapping plot after they encounter a businessman in his home.,http://image.tmdb.org/t/p/w500//8TmlcI5TIWLwYvd2oMN5gaRvkwF.jpg
277,Underworld,"Vampires and werewolves have waged a nocturnal war against each other for centuries. But all bets are off when a female vampire warrior named Selene, who's famous for her strength and werewolf-hunting prowess, becomes smitten with a peace-loving male werewolf, Michael, who wants to end the war.",http://image.tmdb.org/t/p/w500//zsnQ41UZ3jo1wEeemF0eA9cAIU0.jpg
278,The Shawshank Redemption,"Imprisoned in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",http://image.tmdb.org/t/p/w500//9cqNxx0GxF0bflZmeSMuL5tnGzr.jpg
279,Amadeus,"Wolfgang Amadeus Mozart is a remarkably talented young Viennese composer who unwittingly finds a fierce rival in the disciplined and determined Antonio Salieri. Resenting Mozart for both his hedonistic lifestyle and his undeniable talent, the highly religious Salieri is gradually consumed by his jealousy and becomes obsessed with Mozart's downfall, leading to a devious scheme that has dire consequences for both men.",http://image.tmdb.org/t/p/w500//1n5VUlCqgmVax1adxGZm8oCFaKc.jpg
280,Terminator 2: Judgment Day,"Set ten years after the events of the original, James Cameron’s classic sci-fi action flick tells the story of a second attempt to get the rid of rebellion leader John Connor, this time targeting the boy himself. However, the rebellion has sent a reprogrammed terminator to protect Connor.",http://image.tmdb.org/t/p/w500//5M0j0B18abtBI5gi2RhfjjurTqb.jpg
281,Strange Days,"Former policeman Lenny Nero has moved into a more lucrative trade: the illegal sale of virtual reality-like recordings that allow users to experience the emotions and past experiences of others. While they typically contain tawdry incidents, Nero is shocked when he receives one showing a murder.",http://image.tmdb.org/t/p/w500//rY5BrDRcYAKE0BYmmT66YG6Uy5Q.jpg
284,The Apartment,"Bud Baxter is a minor clerk in a huge New York insurance company, until he discovers a quick way to climb the corporate ladder. He lends out his apartment to the executives as a place to take their mistresses. Although he often has to deal with the aftermath of their visits, one night he's left with a major problem to solve.",http://image.tmdb.org/t/p/w500//z6QlfbbORwQ2lnaCqbdEZOg3dRx.jpg
285,Pirates of the Caribbean: At World's End,"Captain Barbossa, long believed to be dead, has come back to life and is headed to the edge of the Earth with Will Turner and Elizabeth Swann. But nothing is quite as it seems.",http://image.tmdb.org/t/p/w500//jGWpG4YhpQwVmjyHEGkxEkeRf0S.jpg
286,Germany: A Summer's Fairytale,A documentary of the German national soccer team’s 2006 World Cup experience that changed the face of modern Germany.,http://image.tmdb.org/t/p/w500//pQ7p8zGxy0OTy6RwDA0Y2mlqmdu.jpg
287,Bull Durham,"Veteran catcher Crash Davis is brought to the minor league Durham Bulls to help their up and coming pitching prospect, ""Nuke"" Laloosh. Their relationship gets off to a rocky start and is further complicated when baseball groupie Annie Savoy sets her sights on the two men.",http://image.tmdb.org/t/p/w500//q3T9bO6p74NcTxWOhdUA6fASQ5T.jpg
288,High Noon,"Will Kane, the sheriff of a small town in New Mexico, learns a notorious outlaw he put in jail has been freed, and will be arriving on the noon train. Knowing the outlaw and his gang are coming to kill him, Kane is determined to stand his ground, so he attempts to gather a posse from among the local townspeople.",http://image.tmdb.org/t/p/w500//m3EzjFuSK49woacPF1PyHcNM39B.jpg
289,Casablanca,"In Casablanca, Morocco in December 1941, a cynical American expatriate meets a former lover, with unforeseen complications.",http://image.tmdb.org/t/p/w500//5K7cOHoay2mZusSLezBOY0Qxh8a.jpg
290,Barton Fink,A renowned New York playwright is enticed to California to write for the movies and discovers the hellish truth of Hollywood.,http://image.tmdb.org/t/p/w500//oDkp5iClJ9WKJGtKHz8BydodHC3.jpg
291,Riding Giants,Riding Giants is story about big wave surfers who have become heroes and legends in their sport. Directed by the skateboard guru Stacy Peralta.,http://image.tmdb.org/t/p/w500//8L3ir0KNqSqpps2oVAeCUPVTPhr.jpg
292,Dave Chappelle's Block Party,"The American comedian/actor delivers a story about the alternative Hip Hop scene. A small town Ohio mans moves to Brooklyn, New York, to throw an unprecedented block party.",http://image.tmdb.org/t/p/w500//lGS9iKGGRjM049ZGK4J8TvQeBHg.jpg
293,A River Runs Through It,"The Maclean brothers, Paul and Norman, live a relatively idyllic life in rural Montana, spending much of their time fly fishing. The sons of a minister, the boys eventually part company when Norman moves east to attend college, leaving his rebellious brother to find trouble back home. When Norman finally returns, the siblings resume their fishing outings, and assess where they've been and where they're going.",http://image.tmdb.org/t/p/w500//aVP45oS2cBL4WtZ1kB7r8uarruB.jpg
294,Desert Hearts,"While waiting for her divorce papers, a repressed literature professor finds herself unexpectedly attracted by a carefree, spirited young woman named Cay.",http://image.tmdb.org/t/p/w500//2hvo45pAGLImElmbkHP9bxMteTR.jpg
296,Terminator 3: Rise of the Machines,"It's been 10 years since John Connor saved Earth from Judgment Day, and he's now living under the radar, steering clear of using anything Skynet can trace. That is, until he encounters T-X, a robotic assassin ordered to finish what T-1000 started. Good thing Connor's former nemesis, the Terminator, is back to aid the now-adult Connor … just like he promised.",http://image.tmdb.org/t/p/w500//qAnafzrd9Y5pVTWAP0tSDDMPzTR.jpg
297,Meet Joe Black,"William Parrish (Sir Anthony Hopkins), media tycoon, loving father, and still a human being, is about to celebrate his 65th birthday. One morning, he is contacted by the inevitable, by hallucination, as he thinks. Later, Death enters his home and his life, personified in a man's body: Joe Black (Brad Pitt) has arrived. His intention was to take William with him, but accidentally, Joe's former host and William's beautiful daughter Susan (Claire Forlani) have already met. Joe begins to develop certain interest in life on Earth, as well as in Susan, who has no clue with whom she's flirting.",http://image.tmdb.org/t/p/w500//fDPAjvfPMomkKF7cMRmL5Anak61.jpg
298,Ocean's Thirteen,"Danny Ocean's team of criminals are back and composing a plan more personal than ever. When ruthless casino owner Willy Bank doublecrosses Reuben Tishkoff, causing a heart attack, Danny Ocean vows that he and his team will do anything to bring down Willy Bank along with everything he's got. Even if it means asking for help from an enemy.",http://image.tmdb.org/t/p/w500//pBsZs4zYUiUTemqbikTZ76iQRaU.jpg
299,Ocean's Eleven,Danny Ocean and his gang attempt to rob the five biggest casinos in Las Vegas in one night.,http://image.tmdb.org/t/p/w500//A4R6u7SidBPVXMVzGSysCiRGTRz.jpg
300,The Science of Sleep,A man entranced by his dreams and imagination is lovestruck with a French woman and feels he can show her his world.,http://image.tmdb.org/t/p/w500//1qCq228LsNtUseCnNE7Naw6NBUz.jpg
301,Rio Bravo,"A small-town sheriff in the American West enlists the help of a disabled man, a drunk, and a young gunfighter in his efforts to hold in jail the brother of the local bad guy.",http://image.tmdb.org/t/p/w500//4gI4KKmoi0d3yfsF71YU3S0I5t8.jpg
302,Swimming Pool,"A British crime novelist travels to her publisher's upmarket summer house in Southern France to seek solitude in order to work on her next book. However, the unexpected arrival of the publisher's daughter induces complications and a subsequent crime.",http://image.tmdb.org/t/p/w500//bwBAUlEXhUKmegdguoFj9grF9t3.jpg
303,Notorious,"In order to help bring Nazis to justice, U.S. government agent T.R. Devlin recruits Alicia Huberman, the American daughter of a convicted German war criminal, as a spy. As they begin to fall for one another, Alicia is instructed to win the affections of Alexander Sebastian, a Nazi hiding out in Brazil. When Sebastian becomes serious about his relationship with Alicia, the stakes get higher, and Devlin must watch her slip further undercover.",http://image.tmdb.org/t/p/w500//yUjKnpColooH88BFQJwwgNOQ56N.jpg
306,Beverly Hills Cop III,"When his boss is killed, Detroit cop Axel Foley finds evidence that the murderer had ties to a California amusement park called Wonder World. Returning to sunny Beverly Hills once more, Foley reunites with Detective Billy Rosewood to solve the case. Along with Billy's new partner, Detective Jon Flint, they discover that Wonder World is being used as a front for a massive counterfeiting ring.",http://image.tmdb.org/t/p/w500//7vIpCkgGEfk5LZwm78nMxswLJRH.jpg
307,"Rome, Open City","During the Nazi occupation of Rome in 1944, the leader of the Resistance is chased by the Nazis as he seeks refuge and a way to escape.",http://image.tmdb.org/t/p/w500//ijGV4v8JxgbNzgEhqKdzHdaZn8a.jpg
308,Broken Flowers,"As the devoutly single Don Johnston is dumped by his latest girlfriend, he receives an anonymous pink letter informing him that he has a son who may be looking for him.",http://image.tmdb.org/t/p/w500//gd8JNjwgiM6ZgGm6NFAkovQWoYn.jpg
309,The Celebration,"During a family gathering, a celebration for their father's 60th birthday, the eldest son presents a speech that reveals a shocking secret to everyone.",http://image.tmdb.org/t/p/w500//2LRzNq41yrY8EjCnD1S8sCCPvKk.jpg
310,Bruce Almighty,"Bruce Nolan toils as a ""human interest"" television reporter in Buffalo, NY, but despite his high ratings and the love of his beautiful girlfriend, Bruce remains unfulfilled. At the end of the worst day in his life, he angrily ridicules God - and the Almighty responds, endowing Bruce with all of His divine powers.",http://image.tmdb.org/t/p/w500//3XJKBKh9Km89EoUEitVTSnrlAkZ.jpg
311,Once Upon a Time in America,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.",http://image.tmdb.org/t/p/w500//i0enkzsL5dPeneWnjl1fCWm6L7k.jpg
312,Beyond Silence,Beyond Silence is about a family and a young girl’s coming of age story. This German film looks into the lives of the deaf and at a story about the love for music. A girl who has always had to translate speech into sign language for her deaf parents yet when her love for playing music grows strong she must decide to continue doing something she cannot share with her parents.,http://image.tmdb.org/t/p/w500//bfNOcXDcwzKOlJoTtQM4lsEVxS1.jpg
313,Snow Cake,A drama focused on the friendship between a high-functioning autistic woman and a man who is traumatized after a fatal car accident.,http://image.tmdb.org/t/p/w500//dALMWNphv6n8dFqCv34a3fq6LKI.jpg
